1,1,59.56,235.69,23.239999999999995,14.77000000000001,1,1,1.0
1,2,27.2,296.64,23.56,16.02000000000004,1,1,1.0
1,3,159.14,277.16,22.930000000000007,13.189999999999998,1,1,1.0
1,4,135.26,330.56,21.680000000000007,13.199999999999989,1,1,1.0
1,5,98.2,385.54,26.700000000000003,16.95999999999998,1,1,1.0
1,6,65.53,448.68,25.439999999999998,17.589999999999975,1,1,1.0
1,7,167.97,0.75,20.72999999999999,13.51,1,1,1.0
1,8,172.99,30.59,22.620000000000005,14.77,1,1,1.0
1,9,385.98,1.69,19.159999999999968,12.25,1,1,1.0
1,10,373.1,37.19,16.95999999999998,14.450000000000003,1,1,1.0
1,11,407.97,49.44,16.019999999999982,14.450000000000003,1,1,1.0
1,12,211.63,87.45,20.420000000000016,16.019999999999996,1,1,1.0
1,13,358.02,72.06,17.590000000000032,14.14,1,1,1.0
1,14,388.49,85.57,17.279999999999973,14.450000000000003,1,1,1.0
1,15,213.52,125.78,21.359999999999985,16.960000000000008,1,1,1.0
1,16,339.49,111.95,19.159999999999968,14.769999999999996,1,1,1.0
1,17,372.78,122.32,17.600000000000023,14.77000000000001,1,1,1.0
1,18,321.58,153.74,19.160000000000025,13.819999999999993,1,1,1.0
1,19,364.62,161.9,17.279999999999973,13.509999999999991,1,1,1.0
1,20,395.72,170.07,16.97999999999996,13.189999999999998,1,1,1.0
1,21,304.15,196.49,21.27000000000004,15.090000000000003,1,1,1.0
1,22,344.69,201.22,19.269999999999982,14.539999999999992,1,1,1.0
1,23,377.77,208.85,17.450000000000045,13.450000000000017,1,1,1.0
1,24,244.15,222.85,22.549999999999983,13.27000000000001,1,1,1.0
1,25,287.42,242.12,20.579999999999984,14.180000000000007,1,1,1.0
1,26,327.78,244.12,19.27000000000004,12.360000000000014,1,1,1.0
1,27,361.96,249.39,18.180000000000007,12.910000000000025,1,1,1.0
1,28,257.79,307.56,22.359999999999957,15.45999999999998,1,1,1.0
1,29,311.78,285.93,20.180000000000007,14.730000000000018,1,1,1.0
1,30,349.23,289.39,19.44999999999999,14.170000000000016,1,1,1.0
1,31,382.86,290.84,16.72999999999996,12.54000000000002,1,1,1.0
1,32,288.15,338.47,21.450000000000045,13.629999999999995,1,1,1.0
1,33,227.61,363.92,22.72999999999999,15.269999999999982,1,1,1.0
1,34,329.23,333.38,20.72999999999996,12.910000000000025,1,1,1.0
1,35,369.05,334.83,17.810000000000002,12.180000000000007,1,1,1.0
1,36,353.59,376.46,18.180000000000007,13.28000000000003,1,1,1.0
1,37,319.78,426.82,21.420000000000016,13.480000000000018,1,1,1.0
1,38,369.23,413.73,18.539999999999964,12.0,1,1,1.0
1,39,203.57,421.32,24.730000000000018,15.980000000000018,1,1,1.0
1,40,176.16,481.03,22.909999999999997,16.150000000000034,1,1,1.0
1,41,0.0,357.3,13.01,11.310000000000002,1,1,1.0
1,42,271.5,490.41,20.5,13.95999999999998,1,1,1.0
2,1,59.83,234.35,23.25,14.76000000000002,1,1,1.0
2,2,27.23,294.79,23.56,16.019999999999982,1,1,1.0
2,3,159.25,276.36,22.939999999999998,13.199999999999989,1,1,1.0
2,4,135.28,329.46,21.669999999999987,13.200000000000045,1,1,1.0
2,5,98.18,384.2,26.679999999999993,16.930000000000007,1,1,1.0
2,6,65.35,446.95,25.440000000000012,17.54000000000002,1,1,1.0
2,7,168.62,0.72,20.72999999999999,13.379999999999999,1,1,1.0
2,8,173.29,30.14,22.620000000000005,14.759999999999998,1,1,1.0
2,9,386.66,3.32,19.099999999999966,12.25,1,1,1.0
2,10,373.77,38.55,16.970000000000027,14.43,1,1,1.0
2,11,408.71,51.32,16.03000000000003,14.399999999999999,1,1,1.0
2,12,212.07,87.64,20.420000000000016,16.03,1,1,1.0
2,13,358.29,73.21,17.589999999999975,14.14,1,1,1.0
2,14,389.19,87.3,17.28000000000003,14.400000000000006,1,1,1.0
2,15,213.49,125.54,21.359999999999985,16.959999999999994,1,1,1.0
2,16,339.84,112.84,19.160000000000025,14.75,1,1,1.0
2,17,374.02,123.93,17.590000000000032,14.699999999999989,1,1,1.0
2,18,321.64,154.48,19.160000000000025,13.820000000000022,1,1,1.0
2,19,365.25,163.15,17.29000000000002,13.47999999999999,1,1,1.0
2,20,396.63,171.72,16.99000000000001,13.150000000000006,1,1,1.0
2,21,303.98,197.11,21.21999999999997,15.009999999999991,1,1,1.0
2,22,345.37,202.27,19.25,14.5,1,1,1.0
2,23,379.14,210.49,17.44999999999999,13.409999999999997,1,1,1.0
